id,name,dob,pob
1023255,Tristan O'Hare,,
0608714,Scott Mosier,1971-03-05,
1785339,Rami Malek,1981-05-12,"Los Angeles, California, USA"
2377903,Lucy Boynton,,"New York City, New York, USA"
3152605,Gwilym Lee,1983-11-24,"London, England, UK"
5228887,Ben Hardy,1991-01-02,"Bournemouth, Dorset, England, UK"
0001515,Joseph Mazzello,1983-09-21,"Rhinebeck, New York, USA"
3078932,Lady Gaga,1986-03-28,"Manhattan, New York City, New York, USA"
0001048,Andrew Dice Clay,1957-09-29,"Brooklyn, New York, USA"
1969169,Rafi Gavron,1989-05-28,"Hendon, London, England, UK"
1981893,Riz Ahmed,1982-12-01,"Wembley, London, England, UK"
2020278,Scott Haze,,
1169428,Reid Scott,1977-11-19,"Albany, New York, USA"
0281508,Ruben Fleischer,1974-10-31,"Washington, District of Columbia, USA"
1724319,Sebastian Maniscalco,,"Chicago, Illinois, USA"
1221253,Dimiter D. Marinov,,
1469236,Olivia Colman,1974-01-30,"Norwich, Norfolk, England, UK"
5938343,Emma Delves,,
3179464,Faye Daveney,1993-02-24,
0487166,Yorgos Lanthimos,,"Athens, Greece"
8460487,KiKi Layne,,
4150847,Stephan James,1993-12-16,"Scarborough, Toronto, Ontario, Canada"
3500582,Teyonah Parris,,
0231458,Colman Domingo,1969-11-28,"Philadelphia, Pennsylvania, USA"
8611957,Yalitza Aparicio,1993-12-11,"Tlaxiaco, Oaxaca, Mexico"
0211920,Marina de Tavira,,"Mexico City, Mexico"
9948845,Diego Cortina Autrey,,
9985727,Carlos Peralta,,
5841958,Marco Graf,,
